P00352,O60356
P12956,O00716
Q9UBL3,P62195
Q9NTK5,P34947
Q92888,P27695
Q9BYQ3,Q8IUC0
P46934,P32119
Q6P1W5,Q9H3L0
Q6AI12,Q6Q0C1
P06576,P48201
Q96CV9,O00429
P19320,Q14204
P10636,O15264
Q9NRZ9,P00740
Q9H9J2,Q6P1X6
P82664,Q8IXZ2
Q9H3H3,Q9UIH9
P25445,Q66K74
P31947,Q969H0
P08238,Q16513
Q9UBL3,Q92785
Q04721,O15235
O15357,Q9NS87
O60333,Q9UJV8
P80188,O95243
Q9Y5H5,O60330
P19021,Q9BXJ2
Q13153,P38646
P62330,P58107
Q53EZ4,Q8IYW4
O43663,P62258
O15294,Q9HCN4
Q92614,Q6UY01
Q9NZ01,P49427
P62070,Q8IV61
Q14161,Q14160
P62820,P47224
O00463,Q9NS68
Q8NFF5,Q9P2G3
Q9H8V3,P63010
O00764,Q5T013
P14923,P13639
Q15382,Q7Z5L4
Q9ULT8,Q9UPN6
P06241,Q9H5I1
P61587,P07947
P61981,P49761
Q9NQC3,Q09470
Q9Y6K9,O15488
P27694,Q00839
Q9NZ53,P29016
Q15024,Q7Z7E8
Q9P035,P49257
Q16595,Q13428
P61586,Q69YN4
P63261,P17252
P49116,Q9UG63
P08238,P13612
P24941,P51959
P54289,Q9H1C3
P62081,Q86XR8
P53708,Q9Y5H3
P0CG47,P32119
Q96K80,Q03989
P05362,Q99880
Q8IUH5,Q5VYS8
Q00535,P37231
Q8NFF5,Q9Y6E7
O14976,P14384
Q16385,P08263
Q0JRZ9,Q9HBM1
P04637,Q13043
Q92820,Q9Y4L1
Q96A08,Q8WV44
Q15286,Q96S66
Q92793,O00471
P49257,Q92953
Q8WUW1,O14917
Q6UXH1,P03951
O75367,Q96SB4
Q9NVJ2,Q9H1Z9
Q99445,Q9UKJ8
Q15118,P61073
Q03135,Q8IVF2
Q04721,Q9Y2Y8
P38398,Q92759
Q8IW75,Q9P273
Q00341,Q8WTQ7
P10412,Q9HC52
Q9Y2J2,O15042
Q71U36,Q8WVX9
Q9GZX7,Q96PU5
Q13586,Q9H1X3
P41180,O75899
Q9UK53,O14497
P61289,Q9NUQ8
Q6ZNA4,P12755
Q15915,P25815
Q96A22,P80723
Q9GZR7,Q9UNX3
P49590,Q96EH3
Q13596,O60664
O15067,Q9NZL9
P04233,Q9UBS4
O75694,Q9H1X3
Q8N3C0,O14978
Q9Y6C9,Q13371
Q5TC12,Q969S9
Q9NZ71,P49746
Q4G0J3,O95218
Q05397,P49418
P08651,O75461
P35226,P62263
Q8N5R6,Q7Z2X4
Q14690,Q9NPD3
Q9NZI2,P08294
Q9H788,P02787
P54274,P55209
P78362,Q15029
P01111,Q9BY67
P43353,Q6PD62
P49116,P63172
P10275,Q14126
Q13489,P68363
Q9Y3C6,Q8IZ63
Q9UBC5,Q9Y5J5
Q8NBJ4,Q92982
Q15788,Q86XD5
Q4G0J3,Q03701
Q9H0U3,Q96AG3
P31946,Q7Z6J0
Q12933,Q8N9M5
Q13485,P57735
P27449,P38606
Q01970,P37802
P32246,Q8WTQ7
O60333,P15976
Q9Y613,Q99459
Q4G0J3,Q8N257
P09923,Q9UMR2
P09001,Q9NZB2
Q6VMQ6,P78317
P55196,Q7KZI7
P22304,Q99943
P16444,Q8NHH9
Q16637,Q2QGD7
Q8TAD8,Q93079
P15407,Q9UJC3
P10809,Q4J6C6
Q9Y639,Q96ND0
O00624,Q8WY07
O60383,Q9NY59
Q7Z7A4,Q8N8A2
P68032,Q96AX9
Q9ULW3,Q9Y3D3
P14373,Q15937
Q7L2J0,P54819
O43765,Q9BXJ0
Q7L2J0,Q9Y4Z0
P29353,P51784
P20908,Q02241
O43684,Q9NUM4
Q9H582,Q9H410
Q96GM5,P17813
Q09472,Q9Y3Y2
Q7L8L6,Q9Y3D7
P02786,O15126
Q9UMX0,O15198
P08708,Q00839
P60484,Q96PU4
P08473,Q92835
Q5S007,Q16822
Q13618,Q4VCS5
Q8NC42,Q8IXX5
P53794,P41587
P17480,Q96PM5
Q9NS91,Q9Y388
Q96T58,O94776
Q9UL33,P0DI81
P40939,P27487
Q96QT6,Q9BTC8
Q8NDH3,Q9BTE3
P78545,Q9HAV7
P01106,P12273
P48736,P07333
P78310,Q8NEN9
P13639,O60313
Q8TED1,Q9HBW0
Q15058,P07197
O43684,O60645
P00748,Q8N531
P13010,Q9BV68
Q9Y3B7,Q7Z2W9
Q9BWW4,Q68G74
Q567U6,Q86VX2
Q15287,Q01831
Q9UHY1,Q9NSY0
O15084,Q9NRI5
P68363,Q8IYR2
Q86WK6,Q15848
P48730,Q16526
P46060,Q9Y3C4
P27824,P55085
Q9GZR2,O15213
P26373,Q9H8H2
Q01844,O75607
P07550,Q16653
Q01518,P33991
Q9C0C9,P09211
P61224,O15400
Q9HCD6,Q9Y3M2
P31943,Q6NZ67
Q9NS85,P21675
Q9NY72,Q68G75
Q9NYA4,Q9Y446
P26641,P00533
Q14160,Q9P2N7
Q8NCB2,O15446
P01116,Q13277
P10636,Q15691
P12544,P19338
Q96AQ6,O95447
Q9BXW9,P43307
Q9Y4E8,Q9Y4Z0
O43795,O94972
Q8NE01,Q86X19
O95218,Q9Y3S2
A5A3E0,Q9H6X2
Q6MZM0,Q92871
Q14318,P42345
O15273,Q3SYF9
P35240,P62750
O00165,P19367
O95863,P53396
Q12904,P47897
P40337,O60888
P00533,O15209
Q14974,Q9C0B0
Q15038,Q96PU5
P63165,Q96FJ0
O75712,Q9Y6X1
Q9Y4C4,O43852
Q13423,Q7L8L6
Q13153,Q8TDR4
Q9Y2T3,Q6IN85
Q9NP55,O96002
Q00059,P43897
P61956,P46063
Q69YN4,Q96EY1
Q16890,Q9NPH2
Q9HBD1,Q8NEF9
P15153,P62937
Q9H4M7,P07814
P06703,Q9UQ16
Q969U6,Q712K3
Q8TB36,O43196
P08588,P49407
P52333,O15213
Q9UBU8,Q969G9
O60356,O95251
Q9HAV7,Q9H6A0
P67812,P26718
Q04206,P10914
O43290,Q08170
Q13085,P36956
Q9P2E7,Q13114
Q9NZJ7,P45880
Q15058,Q7RTW8
P01116,P42338
P05388,Q6IQ21
Q99986,P49756
P56945,P07332
Q9NP66,Q8IUR0
Q6UX01,Q8IY17
Q92993,O60684
P52198,Q9H015
P04271,Q96JB3
P25791,P52435
P25705,Q9NWS0
Q12888,Q08AM6
P08238,P39656
O14818,P21731
Q9NR09,O43464
O43157,P68871
Q8N205,Q15848
P50458,P82914
O95985,P31483
P09622,Q96I99
Q8NDV7,Q15291
P16234,Q9H0M0
O75791,Q13905
Q96NB2,O75636
Q12906,Q9NSE4
P54652,Q6P5Z2
O00308,P61927
Q9H8H2,Q9BWF3
Q71U36,Q8N1F7
Q09028,P54198
Q99615,Q9UH17
Q9UN86,Q9GZR7
Q96HR3,O43513
Q9Y3D7,O60518
Q5H9R7,Q9H4L4
Q14318,Q9Y4W6
P49411,P61020
Q92993,Q9BZS1
Q01518,Q86YV6
Q02543,Q15361
P49450,Q9NSV4
Q96PU5,Q8TCC7
Q8WVD3,Q8N9N8
Q15077,P42695
O95402,P19388
O00167,Q6W2J9
Q00535,Q16623
O43639,Q99704
Q9BQG0,Q8WXX5
Q14318,P61011
Q96SB3,Q9H444
Q9Y2Q9,P98179
P50402,O94901
P08123,P17020
P05412,P53539
Q8IZP0,Q92574
P35244,Q96P63
P02751,Q00005
Q9BWU0,Q8N128
P12814,P08238
Q9BXB1,P35580
P04271,P29218
Q96BP2,Q8N442
P02751,Q15750
P26196,Q86XP3
Q12906,Q14872
Q15029,P21266
P04150,Q8WU76
O75369,O96017
Q9UBX2,Q32P51
Q15058,P83876
Q8IWZ6,Q15269
Q9NU19,P31151
Q8IZU1,Q99457
P06401,Q53T94
P34932,Q9UF47
Q96N67,A6NK89
Q8TAD8,P18124
Q9NRD1,P23921
O75570,P23368
Q5TEU4,Q96T52
Q6R327,P42345
P35241,O94989
P20700,P17096
Q9UHB6,Q12792
Q02543,Q9BT49
P63000,Q9UKS6
P25963,Q00610
Q13127,P19338
Q99873,Q8IUH3
P15311,Q86UF1
Q8IWX8,Q6ZN17
Q8TAF3,Q7KZ85
O75935,P78337
P09619,Q13596
P09382,P43121
O95817,P13533
O96028,O43660
P53355,P13284
Q8TEM1,Q7Z7D3
Q9UHV7,Q86YW9
O00398,Q9UJT0
P62917,Q7Z6Z7
O94888,Q8IVF7
A6NCF5,Q9H4B7
Q9BW27,Q9BYG3
Q96EP0,P49643
Q69YN4,Q5H9R7
P01116,P18124
Q9H1C4,Q9UPN7
Q9Y2W2,O60828
Q9Y6D6,Q9NYP7
Q96HY6,P18077
O75607,Q9BQG0
P53801,Q9BXN2
Q05084,O14556
P13569,Q9UGI8
P78310,P98174
O60941,Q6ZU80
P04183,Q14194
P01106,P07339
P35222,P55072
Q8IZ40,Q15697
P12830,Q9C0D5
Q66GS9,P33981
Q9Y297,P10070
O43639,P05141
Q14980,Q9UPN3
Q9P0M9,Q8N5N7
Q8N5K1,Q9UK00
Q92905,Q9UHB9
Q01814,Q5T3U5
Q9Y2S7,Q8NFV4
Q9UP38,Q5T8P6
A0FGR8,O75807
Q9NZC7,P11172
P53778,P02808
P40926,P30049
Q14999,Q96T37
P62081,Q12986
Q12874,Q9UDV6
Q8WVV4,Q12841
Q13586,Q92932
Q92597,P49703
Q9C0F1,Q08AD1
P61601,P55197
P17096,Q9BXL5
O00303,Q13283
Q6UB99,Q15596
Q15058,Q08J23
Q9P2J3,Q15726
Q9NRI5,Q9Y5Y2
P41002,Q01469
Q13304,Q6P996
Q13188,Q5JWF2
Q9HCE1,Q8N4S9
Q96BY7,Q5SZD1
Q8N257,Q9NXR8
O15055,O15516
O95835,A1L4K1
Q709F0,Q15528
O94822,O43825
Q92563,O95258
P01112,Q6YN16
Q99547,P51532
P34932,Q9Y6X1
P62277,Q9UC06
Q9Y6C9,Q8NDI1
P02545,P02652
Q05639,O76061
Q9Y394,Q9Y5I4
P48059,Q5T749
Q9HC84,Q6B0K9
Q9P0K7,P09958
Q99633,Q9H4L5
P15735,P25705
Q96L33,P30825
Q9NQW6,Q9NPE3
O15371,Q8N5V2
Q9H0R8,P02533
O95400,O95758
Q969H0,P62269
Q13304,O00458
P38919,P05412
P12273,O75170
Q8TF76,P40939
Q9NUQ7,Q9Y3Q7
Q96HA1,P55345
P28799,Q9UK22
Q99728,P05026
Q13043,Q8NAA4
Q92918,Q99707
Q9H6Z9,Q9NR09
P31749,Q96D03
O95831,Q9H2G2
Q14164,P55072
P21127,Q9UK58
P18859,Q99807
Q6UX01,Q14204
P68431,Q8WX92
P15880,Q9NUQ6
Q9NW13,O76094
O00148,P58753
O14737,P23508
P49841,O60814
P30530,Q13261
P42224,P02794
O00410,Q92667
Q9UQR1,Q99471
P48047,Q9UHQ4
O95831,P29508
O95573,Q9H1X3
Q04206,P04150
Q9Y4X5,P18846
P10636,Q02790
P56537,Q8TB96
P54819,P83111
P79522,A0AV96
Q9HBF4,Q9Y484
Q9HBH0,Q96Q45
P68400,Q96EB6
P10147,Q08431
Q9UNE7,Q07002
O00178,Q9Y4F3
P56537,P62249
P05067,O43181
P29317,Q9BZE0
P68032,Q86TX2
P46108,P68371
P51957,P33992
Q6PKC3,Q99784
O00746,P83111
Q9ULW0,Q96PX6
Q8NBQ5,Q9P0S3
Q6EMK4,Q9BYQ3
P26599,Q9HCE1
O60293,P61266
P78317,Q02930
P62805,Q9NZI7
P04637,P40227
Q14258,P51674
Q9H6Z9,Q15170
O15273,O14793
Q9Y490,Q8NBF2
Q13200,P56524
P40227,P28062
O43290,P0DI81
Q07020,P27694
Q92794,Q86U42
P53350,P78539
O43181,Q9UPC5
Q9UMX0,Q13576
Q9NR96,Q9BTE3
Q12888,Q9HBL7
P20929,P28289
Q9H8V3,P14618
P62266,P49207
P12036,Q16352
Q9H6Z9,P49327
O00429,Q9NZC7
P29371,Q96PV6
O75396,Q9Y676
P61956,P21333
P60468,Q9UIH9
Q9UJZ1,P10644
P63208,P49720
Q8TAX7,Q8NG41
P63000,Q8WVM8
Q9ULT8,O43819
Q15149,Q8N1N4
P78317,P56192
P0C0S8,Q9H9Z2
P62841,P84103
P62714,Q9HBL8
O60563,P49756
Q9ULY5,Q9P0J7
O14786,Q13112
O94842,Q6P1X5
Q9NRD5,Q86YV0
P51398,Q5T7N2
Q9Y230,Q13618
P62195,Q16186
P49917,Q92793
Q9Y320,Q12982
Q16760,O95674
Q92665,Q92879
O95487,P60468
Q96HS1,P51659
Q69YN4,P23528
Q9Y5A6,O15294
P62993,P19338
P62807,Q6P4R8
Q5VUA4,Q6QEF8
P17174,Q07960
P35611,P07951
P98175,Q96I25
O94933,O95260
Q9P021,Q9ULK4
Q5S007,Q96T51
Q9Y4K0,Q8NBN3
Q8N831,Q63ZY3
Q15286,Q92738
P07510,O76011
Q14966,O43896
P38919,Q9BV38
P43307,Q9NXE4
Q9H6Z9,Q6PGQ7
P35579,Q13438
P80188,P60059
Q96FW1,Q8WWK9
P08047,P02008
Q15746,Q15049
P63010,Q13618
Q9HC73,P48645
P12814,P07900
Q9Y5Y6,Q92520
Q8N5M4,Q8ND90
P05067,P05109
P29466,P46934
P20339,Q9UJC3
P41220,Q12873
O75190,Q16665
Q9NTN9,Q9H3N1
P62917,O95478
O14880,O14949
P28335,Q12959
Q9NW38,Q9NRA8
Q6NYC1,P22626
P05387,Q9NPG2
Q9H4M7,P04075
Q92538,Q15149
Q99808,P43119
Q8NI35,O00501
Q69YN4,Q9UHL4
P53007,P28331
Q5VYS8,P22087
O43181,P17568
Q8TB96,Q13144
Q9H4E5,Q9H3Q1
O43248,Q9UL17
Q15293,Q12805
P01106,Q96RD9
Q12849,Q6IN84
P25490,P17275
Q6P1M0,Q16828
Q9BT49,Q9BQA5
P15144,P30408
Q96HY6,P55786
Q99836,Q9NYK1
Q9H4M7,Q9Y5R8
Q16666,Q9UJA5
Q13576,P47224
P47985,O14548
Q86UT6,Q7L8L6
P04406,P57060
P62263,Q6DKI1
P27986,P17181
Q6PKG0,Q9BVS4
Q9NR31,O60739
Q8IUZ0,Q9BSH3
O00483,O60488
Q8IVM8,Q8NE01
Q9BXM7,A6NMY6
Q9NV31,Q96BP2
Q96IZ0,P01375
P46977,P19484
Q13618,Q8NFA0
Q9UGL1,Q8TAQ2
Q9UBN7,P13010
Q6NYC1,Q8IWX8
P17980,O00232
P46379,Q8WW22
O95084,Q9H0H5
Q06587,Q14186
Q9Y2Q9,Q9Y4X4
Q99459,Q9GZZ9
P78317,P35052
Q86V81,Q8IZH2
P17676,P21580
P42574,O15392
P51531,P61457
Q13740,Q9Y2X8
Q13573,P27482
P42858,Q93008
P15927,Q14498
Q7Z7G2,P11277
P07384,P53634
P46781,O60832
Q12873,P52756
P60891,Q12792
Q5TD97,Q9UBR2
Q16635,Q24JP5
Q9ULW0,Q8N5V2
P48426,Q7RTN6
P61088,Q86Y01
P46379,Q96IJ6
Q9BWU1,Q71F56
P36578,Q02543
Q9NQ84,Q9NTK5
P84095,Q5BJD5
Q16666,Q8IWA0
P51114,Q9NQZ8
P61513,Q02878
O95816,O14628
Q13137,P41227
P35998,Q8TEX9
P62266,Q13131
Q7Z7L1,Q15459
O43865,Q6ZU80
P12235,Q8N488
P06702,Q13418
Q13509,Q8N307
Q09472,P55084
O95831,Q8IXI1
O14545,P24390
Q96T60,Q8WW34
Q9Y6D6,P05455
Q13163,Q8ND56
P08134,Q06830
P05107,Q9UQF2
P56537,P62877
Q5T653,O14880
P04637,O76021
P13224,P46098
Q6UX01,A8MVW0
P50148,P35626
O75874,P54819
Q93050,Q8NFB2
Q9BYC9,Q9BVJ7
Q6R327,P33992
Q00013,P49841
Q9H8H2,Q7Z7K2
Q96I24,P07478
P24941,P09651
Q15654,P50479
P00387,Q9Y478
P54578,Q5VST9
Q8TDB4,Q9Y3R5
Q8NEU8,P51795
Q6P2Q9,Q07020
O43809,P29372
Q92844,P30520
Q9Y2W2,P09912
Q96EZ8,Q8TC99
P05771,P48551
P04792,Q6RVD6
P62979,O94972
Q7L273,Q8IWZ5
P08047,O00571
O95393,Q96PJ5
P50502,Q99829
P01011,Q9UKR3
Q5T3I0,O95478
P50395,Q9HCM9
Q8TDY8,O95674
P48426,P49674
Q8WVV4,O15547
O95831,Q6NUK1
Q9NQ84,Q6ZMB5
O60716,P35222
Q9H7D7,O94772
P49406,Q9BYD2
Q9UH62,O43920
Q9NRD1,P42892
Q9P2J5,O00330
Q13310,P19525
Q86U06,Q9UPW8
P50148,Q96AZ6
Q9NQE7,P25311
P84098,Q9BYC9
P62826,P49459
Q15785,Q96K76
P10412,P26998
Q14164,O00487
Q9BYD2,P62241
Q16643,Q8WUM0
Q8NFN8,O75052
P15927,P00338
P62873,P48039
P12004,P08865
P81605,Q2YD98
Q8IYP9,P62495
Q9UPV0,Q8N1A0
O60356,P62306
O76021,Q15050
P27824,Q96CT7
P52198,Q7Z4F1
P37173,Q9NZM1
P17302,Q16881
O95900,Q9BX68
Q5T1C6,O14880
O14983,Q6A163
O15126,O00559
Q9NRD1,P08648
Q6P2Q9,Q99729
Q8TAE8,Q93096
Q96EY1,P51617
Q7Z7L1,Q86UY6
O15205,Q7KZF4
Q96B86,Q8NEY8
Q05397,Q9H4M7
O15218,Q9HDC5
P01236,P05538
P14866,Q8IZ41
P01880,O43240
P49888,O76083
Q15365,P83731
Q13133,Q5TDH0
P08311,Q9BQT9
Q9NRQ2,P31025
P06396,Q7KZN9
P09622,O76094
P27695,P23246
P27348,Q9NQC7
Q92845,Q9BUQ8
Q9UHB6,P27105
Q13503,Q13449
P36578,Q9BX66
Q4VCS5,Q9UPS8
P18621,Q12986
Q9NYJ8,Q9GZU7
O00541,Q6K0P9
P62851,O00418
Q86VM9,Q6NSX1
O95994,Q99798
Q9BYB0,Q9Y6B2
O00560,P02792
Q14258,Q15021
Q13148,P18124
Q9Y230,Q9H4L7
P61956,Q7L2H7
Q99996,O14901
Q9NRC8,Q12830
Q13485,O00444
Q96RS6,Q96JB6
Q96RG2,O94906
P32121,Q15233
O43390,P19525
Q5XPI4,P09960
Q9Y5E6,Q12770
P22087,O60264
P40337,P11166
Q00653,Q9UQL6
P49674,Q15291
Q9UMX1,Q8TBC5
Q04724,Q9NPC8
O60343,Q6NSJ5
Q9HBG4,Q96LB4
Q1A5X7,O43293
Q9Y6I9,Q12908
P26373,Q7Z6Z7
P29323,Q9NXI6
P12830,Q07021
P00533,P11498
O00469,Q9Y215
Q92900,Q9HAU5
Q9Y5K8,O00168
P40939,Q00059
Q8N490,Q68E01
Q9H1C4,Q9C0E8
P22314,P0CG13
A6NI15,Q9Y2G3
Q9NRS4,Q658P3
P68032,Q969G3
O95983,Q96C01
P49736,O95429
Q9Y3D3,Q15050
Q13263,O75155
A0FGR8,P01116
P25098,P05387
P51532,Q92784
Q16576,O60315
P24941,P28749
P15153,O00308
O95793,Q5SRE5
Q9HBD1,P47914
P04629,O43815
Q8IZ21,Q6P1M3
Q969Q0,Q9UPE1
Q9NR30,Q6ZNK6
Q01860,P50454
Q9UKD2,Q9H6F5
P34932,O75376
Q05952,Q9BYR9
P15336,P10828
P60468,Q6NUQ4
P14635,Q9UQ07
Q15836,Q8N661
Q15388,P24539
Q03431,Q8NB49
Q9HBH0,Q9HBI1
Q14839,Q01081
P13674,O43852
Q6P9H4,Q9NX08
Q12857,Q13227
Q9Y3B2,O60573
O15118,Q96KA5
O95831,P46937
P10275,P83916
Q9Y3D9,Q9NZI8
Q9NRX2,Q9UGC7
P48681,P05997
Q8IWX8,Q86VP1
O15218,O00519
P51116,Q9H7E2
Q02750,P14927
P23284,Q6NUS6
O60711,Q69YQ0
P25054,Q16363
Q14847,O43426
Q9NY61,Q9H0N5
O95793,Q8WTT2
Q9UJU2,Q9H6I2
P08651,Q8NBF1
Q9UN74,Q9UN75
P61586,Q9Y385
Q6N021,O43813
O14802,Q2NL82
Q7L8L6,Q9Y5Y3
P57078,Q6R327
Q9UKB1,Q70EL1
Q13422,Q9HAQ2
P11142,Q9Y5J5
Q92552,Q96RP9
O15355,Q86VP6
Q12891,Q6ZMH5
P04637,O95251
Q07020,Q16526
P30305,Q08AD1
Q86VS8,P43361
P25787,P62191
Q92820,Q92905
Q96B02,O60337
P31323,Q96C28
Q5TC82,Q00839
P07339,Q13617
Q13950,P20839
O95833,Q6ZNG0
P61764,Q9UHN1
Q8TBK6,Q9UN30
Q07157,O95292
O95870,O15432
Q8NEY1,P41146
P60866,P19525
P19022,P35236
O60884,Q92802
P04637,O60573
Q8NBF2,Q15080
P62750,Q9ULW3
Q96C36,Q13042
P62266,P39023
O75398,Q96FA3
Q14839,Q8N3X6
Q13616,Q8N668
Q16643,Q16659
Q9UBS0,P23396
P78310,O95159
O75031,Q96PV4
Q3ZCQ8,P49674
O60506,A7KAX9
Q15427,P14678
Q00987,Q8NCA9
O14974,Q5T7N2
Q08043,Q9Y2K3
O94992,Q9NYV4
Q15084,O15055
P27986,O95704
O14578,Q8NBI5
Q15843,Q9NX05
Q92621,P32241
Q96SN8,Q96A61
O94874,Q7KZF4
Q8IYP9,Q96QK1
Q13485,Q99466
Q16537,P11309
Q15047,Q9H213
Q9H9Z2,Q9ULX3
Q9UL15,P48431
Q8TEW0,Q4KWH8
Q9UF56,Q9P2N7
P49368,Q9P1U1
O43909,Q401N2
Q09028,Q149N8
O14818,P25787
P14866,P63104
O15143,P48163
P08651,Q9HCM7
Q8TAD7,Q9NZD1
P29590,Q8IY18
Q15717,P54727
Q99417,Q86UN6
Q9H8V3,P52746
O15155,Q15436
Q9UIL1,Q9Y2I9
Q13304,P49770
P24928,Q6PD62
P27695,P29590
Q7Z2W4,Q9BYD6
P07996,P08514
P46379,Q92918
Q6UX06,Q8NBN7
P41162,Q96JK4
Q8TB24,P67936
Q9NTI5,P31944
Q5SW79,O75683
Q9NWS0,P62244
Q01628,Q587I9
Q13158,P53355
Q96CV9,P51970
P55771,Q9H165
Q969H6,O95059
Q9P021,Q676U5
Q01995,P61970
P46940,O95425
Q9NQV6,Q13247
Q09472,Q12849
Q96HS1,P38919
Q8TDR0,P27816
Q15843,Q9Y5L0
P10909,P02774
P05412,Q9Y314
Q5SZD1,Q6DN90
Q6UX01,P56182
P03372,Q9H501
P19838,P41743
P19784,P46779
Q9Y4P3,Q9NRC1
Q8NFZ5,P43686
Q53EQ6,Q9H5V7
Q15058,Q8WVV9
P19784,Q02040
Q99714,O43324
Q9Y277,P28331
Q71U36,P0DPH7
P12956,Q5T0B9
Q13352,P51608
O15266,Q8IXV7
Q96GN5,P50222
P17028,Q9H4L7
P08631,P17066
Q96S59,Q16825
Q9NZC7,Q9NRY6
Q6DKI1,Q8WXX5
Q8N1B4,P26718
P42694,Q96I24
P01111,P35612
Q15058,P43243
P05067,Q13620
P01116,Q8IUC4
P49450,Q99848
Q15059,O75391
Q92797,Q9UQ72
O60885,P05412
Q9P244,Q9Y597
Q02878,Q9BQ67
Q9BSJ5,O75027
P60891,Q8N5S9
Q99460,Q9P2W7
Q9Y3T9,Q96A22
O94991,Q8TE23
P40227,Q9NXB0
Q9Y3I1,Q8WVT3
Q13021,Q7L4I2
P00387,Q8TDT2
Q86YD7,O95229
Q15910,Q9H0V9
Q96RK0,Q9UHF7
O75131,Q86V88
Q9NVW2,Q96LR5
P46734,P49116
Q96AG4,Q7Z769
Q15006,Q8N7H5
Q5TD97,Q8TBN0
P78317,O60481
P21266,Q9NX02
P68363,Q92914
P35613,P49768
Q08211,Q99608
P00167,P05181
P36956,P49327
O75489,Q16762
Q13489,P67809
Q7Z7L1,Q7Z478
Q69YN4,Q5TF58
P50052,P12821
O60749,Q8N5U0
Q15545,Q12962
Q9GZM8,Q13425
Q15717,Q96JY0
Q5S007,Q9UKX7
Q9H078,Q15526
Q9Y535,O15318
Q9Y4K3,Q9NPI6
P15170,Q92541
P53985,Q6UX01
P06748,Q8TB96
P43246,P13693
Q12789,Q9Y6H1
Q9BWH6,Q9H2H8
Q9UHY1,Q8N9S9
Q96SB4,O75083
Q92611,Q9NYU2
P40337,Q6ISS4
O94992,Q8WXF1
P20020,Q9BUN8
Q9P2E9,P04844
P40938,O60216
P36873,Q9H410
P23443,P42261
Q15691,Q4KMQ1
P06748,P31943
Q9UKM9,P78363
Q9H4M7,Q71UI9
P19784,P21980
P14616,P48735
Q5TC82,P56270
P12109,P41159
Q9UNN5,Q7Z2W4
O15078,Q6UVJ0
Q9UBT2,Q96EI5
Q13618,Q9BUJ2
Q13363,O43623
P04637,Q12824
Q969R5,Q8N5R6
P04899,Q8IVA1
Q13352,Q96H22
Q3KP44,O95833
Q659C4,A0AV96
O43827,Q9H078
Q9UHB6,O95425
Q96CS2,Q9Y605
P03915,Q9UHP7
P61956,P51608
P61981,Q9H427
O75528,Q9Y4X4
Q9H6I2,Q14686
P30050,Q9BYD6
Q9NZC7,Q9Y4G8
Q8WUM4,Q92783
O14862,Q8IV63
Q15365,P62888
O60506,P61081
Q9C0D5,Q96KK5
P51003,P62807
Q08379,O00506
Q8N983,P61927
P62330,P48029
P25440,Q8N119
Q8TAD8,Q7L7L0
Q9H6Y7,Q9UNA3
Q15323,Q9NQ50
P13569,P54652
P62805,Q9Y383
P57088,P15056
Q9Y2Y0,Q13368
Q9Y5X3,Q9BQ52
Q9H257,Q9NU39
Q86UY6,Q5T1M5
Q92870,Q8WY64
P07099,Q8WU17
Q05209,Q9H9S0
Q96R06,Q6ZMZ3
O75110,Q8TCT7
O15479,P22492
P13612,P62917
Q13043,Q96GD4
P37198,Q7Z4G1
Q6UWN0,Q14674
P49959,O76071
Q7RTV0,Q12874
Q29RF7,P46059
Q9HAN9,P24863
O00743,Q14204
P27708,O14733
P50453,Q14194
O95816,P82094
P02786,Q4G0W2
P00750,Q9GZP0
Q5JTV8,Q96Q45
Q02241,Q66PJ3
P35241,Q99819
Q15058,Q96R06
Q9NRP7,Q6P0Q8
P30307,O14773
Q08379,P04264
Q14258,Q9Y2E4
Q9Y6I3,Q86X19
O95816,Q5SW79
Q6NT52,A6NKQ9
Q96KC8,Q07960
O75400,Q9H7X0
Q9HCU9,Q9BXK1
O43463,Q13133
Q9GZZ9,Q8N565
Q14814,Q9Y294
Q69YN4,Q99973
Q99675,Q14656
Q7Z6G8,P23508
P22695,P06753
Q86W74,Q969X2
Q9NQQ7,Q8WW34
Q8IXI2,O14842
O60506,Q9NQY0
Q16643,P63092
Q13011,Q96RQ3
Q9H4M7,Q12923
P35244,O60934
Q09666,P12757
P51178,Q9BX46
P02745,P13497
P62508,Q9HD15
Q15058,Q9H4L4
P18077,P82970
Q9BXB1,Q15758
Q96SZ6,P43243
P21860,Q13614
P06241,P43121
Q99581,O14497
P11387,P46013
Q9NV66,Q96FV3
P56537,P31946
Q8IY34,Q9UN37
P06576,Q9H7Z7
P62875,O15446
P62753,Q9Y2P8
P14136,O00418
Q9UPT8,Q9NUH8
Q96KC2,Q92911
P28482,Q13362
Q969P5,Q9UNX4
Q9BSW7,P50222
Q92538,Q69YN4
P09382,Q6PJG9
O43143,Q13310
P26715,Q9P244
Q03468,Q99460
Q96EL2,Q9BVS5
Q9Y679,Q8ND94
Q3B820,Q8TD10
Q8TDY2,P49755
O60885,Q13617
O60506,Q8IUH3
Q8N3V7,Q13045
Q4VCS5,Q1MSJ5
Q15323,Q16352
P84157,Q9UN75
P04637,O75688
P16150,Q9H1A3
P49450,Q5SSJ5
P01116,Q9NZ01
P49959,P28300
P62879,Q2Y0W8
P63000,P36776
Q14151,O60504
P56180,Q8IXI1
Q15714,P36776
P50402,Q13586
P08574,Q8N488
Q6UXG8,Q9UPT5
Q96HY6,Q9H1X3
P61586,Q96GG9
Q96RK0,P25205
P47897,Q3B820
P48788,Q969Q1
